well,depth,zone,sub_zone
2,2286.800000,C,2
2,2287.000000,C,2
2,2287.200000,C,2
2,2287.400000,C,2
2,2287.600000,C,2
2,2287.800000,C,2
2,2288.000000,C,2
2,2288.200000,C,2
2,2288.400000,C,2
2,2288.600000,C,2
2,2288.800000,C,2
2,2289.000000,C,2
2,2289.200000,C,2
2,2289.400000,C,2
2,2289.600000,C,2
2,2289.800000,C,2
2,2290.000000,C,2
2,2290.200000,C,2
2,2290.400000,C,2
2,2290.600000,C,2
2,2290.800000,C,2
2,2291.000000,C,2
2,2291.200000,C,2
2,2291.400000,C,2
2,2291.600000,C,2
2,2291.800000,C,2
2,2292.000000,C,2
2,2292.200000,C,2
2,2292.400000,C,2
2,2292.600000,C,2
2,2292.800000,C,2
2,2293.000000,C,2
2,2293.200000,C,2
2,2293.400000,C,2
2,2293.600000,C,2
2,2293.800000,C,2
2,2294.000000,C,2
2,2294.200000,C,2
2,2294.400000,C,2
2,2294.600000,C,2
2,2294.800000,C,2
2,2295.000000,C,2
2,2295.200000,C,2
2,2295.400000,C,2
2,2295.600000,C,1
2,2295.800000,C,1
2,2296.000000,C,1
2,2296.200000,C,1
2,2296.400000,C,1
2,2296.600000,C,1
2,2296.800000,C,1
2,2297.000000,C,1
2,2297.200000,C,1
2,2297.400000,C,1
2,2297.600000,C,1
2,2297.800000,C,1
2,2298.000000,C,1
2,2298.200000,C,1
2,2298.400000,C,1
2,2298.600000,C,1
2,2298.800000,C,1
2,2299.000000,C,1
2,2299.200000,C,0
2,2299.400000,C,0
2,2299.600000,C,0
2,2299.800000,C,0
2,2300.000000,C,0
2,2300.200000,C,0
2,2300.400000,C,0
2,2300.600000,C,0
2,2300.800000,C,0
2,2301.000000,C,0
2,2301.200000,C,0
2,2301.400000,C,0
2,2301.600000,C,0
2,2301.800000,C,0
2,2302.000000,C,0
2,2302.200000,C,0
2,2302.400000,C,0
2,2302.600000,C,0
2,2302.800000,C,0
2,2303.000000,C,0
2,2303.200000,C,0
2,2303.400000,C,0
2,2303.600000,C,0
2,2303.800000,C,0
2,2304.000000,C,0
2,2304.200000,C,0
2,2304.400000,C,0
2,2304.600000,C,0
2,2304.800000,C,0
2,2305.000000,C,0
2,2305.200000,C,0
2,2305.400000,C,0
2,2305.600000,C,0
2,2305.800000,C,0
2,2306.000000,C,0
2,2306.200000,C,0
2,2306.400000,C,0
2,2306.600000,C,0
2,2306.800000,C,0
2,2307.000000,C,0
2,2307.200000,C,0
2,2307.400000,C,0
2,2307.600000,C,0
2,2307.800000,C,0
2,2308.000000,C,0
2,2308.200000,C,0
2,2308.400000,C,0
2,2308.600000,C,0
2,2308.800000,C,0
2,2309.000000,C,0
2,2309.200000,C,0
2,2309.400000,C,0
2,2309.600000,C,0
2,2309.800000,C,0
2,2310.000000,C,0
2,2310.200000,C,0
2,2310.400000,C,0
2,2310.600000,C,0
2,2310.800000,C,0
2,2311.000000,C,0
2,2311.200000,C,0
2,2311.400000,C,0
2,2311.600000,C,0
2,2311.800000,C,0
2,2312.000000,C,0
2,2312.200000,C,0
2,2312.400000,C,0
2,2312.600000,C,0
2,2312.800000,C,0
2,2313.000000,C,0
2,2313.200000,C,0
2,2313.400000,C,0
2,2313.600000,C,0
2,2313.800000,C,0
2,2314.000000,C,0
2,2314.200000,C,0
2,2314.400000,C,0
2,2314.600000,C,0
2,2314.800000,C,0
2,2315.000000,C,0
2,2315.200000,C,0
2,2315.400000,C,0
2,2315.600000,C,0
2,2315.800000,C,0
2,2316.000000,C,0
2,2316.200000,C,0
2,2316.400000,C,0
2,2316.600000,C,0
2,2316.800000,C,0
2,2317.000000,C,0
2,2317.200000,C,0
2,2317.400000,C,0
2,2317.600000,C,0
2,2317.800000,C,0
2,2318.000000,C,0
2,2318.200000,C,0
2,2318.400000,C,0
2,2318.600000,C,0
2,2318.800000,C,0
2,2319.000000,C,0
2,2319.200000,C,0
2,2319.400000,C,0
2,2319.600000,C,0
2,2319.800000,C,0
2,2320.000000,C,0
2,2320.200000,C,0
2,2320.400000,C,0
2,2320.600000,C,0
2,2320.800000,C,0
2,2321.000000,C,0
